Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Papatoetoe South West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",201,
"Papatoetoe South West","School bus","Total people - age group","Total people - sex","2018",3,
"Papatoetoe South West","Ferry","Total people - age group","Total people - sex","2018",0,
"Papatoetoe South West","Other","Total people - age group","Total people - sex","2018",9,
"Botany Junction","Drive a car, truck or van","Total people - age group","Total people - sex","2018",69,
"Botany Junction","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",69,
"Botany Junction","School bus","Total people - age group","Total people - sex","2018",0,
"Botany Junction","Ferry","Total people - age group","Total people - sex","2018",0,
"Botany Junction","Other","Total people - age group","Total people - sex","2018",9,
"Dannemora North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Dannemora North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",381,
"Dannemora North","School bus","Total people - age group","Total people - sex","2018",3,
"Dannemora North","Ferry","Total people - age group","Total people - sex","2018",0,
"Dannemora North","Other","Total people - age group","Total people - sex","2018",12,
"Papatoetoe South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Papatoetoe South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",15,
"Papatoetoe South","School bus","Total people - age group","Total people - sex","2018",0,
"Papatoetoe South","Ferry","Total people - age group","Total people - sex","2018",0,
"Papatoetoe South","Other","Total people - age group","Total people - sex","2018",0,
"East Tamaki Heights","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"East Tamaki Heights","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"East Tamaki Heights","School bus","Total people - age group","Total people - sex","2018",0,
"East Tamaki Heights","Ferry","Total people - age group","Total people - sex","2018",0,
"East Tamaki Heights","Other","Total people - age group","Total people - sex","2018",0,
"Te Puru","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Te Puru","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",24,
"Te Puru","School bus","Total people - age group","Total people - sex","2018",0,
"Te Puru","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Puru","Other","Total people - age group","Total people - sex","2018",0,
"Puhinui North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Puhinui North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",345,
"Puhinui North","School bus","Total people - age group","Total people - sex","2018",3,
"Puhinui North","Ferry","Total people - age group","Total people - sex","2018",0,
"Puhinui North","Other","Total people - age group","Total people - sex","2018",3,
"Dannemora South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Dannemora South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",63,
"Dannemora South","School bus","Total people - age group","Total people - sex","2018",0,
"Dannemora South","Ferry","Total people - age group","Total people - sex","2018",0,
"Dannemora South","Other","Total people - age group","Total people - sex","2018",0,
"Puhinui South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Puhinui South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Puhinui South","School bus","Total people - age group","Total people - sex","2018",0,
"Puhinui South","Ferry","Total people - age group","Total people - sex","2018",0,
"Puhinui South","Other","Total people - age group","Total people - sex","2018",0,
"Rongomai West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Rongomai West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",57,
"Rongomai West","School bus","Total people - age group","Total people - sex","2018",0,
"Rongomai West","Ferry","Total people - age group","Total people - sex","2018",0,
"Rongomai West","Other","Total people - age group","Total people - sex","2018",3,
"Baverstock","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Baverstock","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",360,
"Baverstock","School bus","Total people - age group","Total people - sex","2018",0,
"Baverstock","Ferry","Total people - age group","Total people - sex","2018",0,
"Baverstock","Other","Total people - age group","Total people - sex","2018",6,
"Puhinui East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Puhinui East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",153,
"Puhinui East","School bus","Total people - age group","Total people - sex","2018",3,
"Puhinui East","Ferry","Total people - age group","Total people - sex","2018",0,
"Puhinui East","Other","Total people - age group","Total people - sex","2018",3,
"Turanga","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Turanga","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",174,
"Turanga","School bus","Total people - age group","Total people - sex","2018",0,
"Turanga","Ferry","Total people - age group","Total people - sex","2018",0,
"Turanga","Other","Total people - age group","Total people - sex","2018",3,
"Rongomai East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",9,
"Rongomai East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",252,
"Rongomai East","School bus","Total people - age group","Total people - sex","2018",6,
"Rongomai East","Ferry","Total people - age group","Total people - sex","2018",0,
"Rongomai East","Other","Total people - age group","Total people - sex","2018",12,
"Ormiston North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",57,
"Ormiston North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",801,
"Ormiston North","School bus","Total people - age group","Total people - sex","2018",171,
"Ormiston North","Ferry","Total people - age group","Total people - sex","2018",0,
"Ormiston North","Other","Total people - age group","Total people - sex","2018",9,
"Maraetai","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Maraetai","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",201,
"Maraetai","School bus","Total people - age group","Total people - sex","2018",3,
"Maraetai","Ferry","Total people - age group","Total people - sex","2018",0,
"Maraetai","Other","Total people - age group","Total people - sex","2018",0,
"Chapel Downs","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Chapel Downs","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",222,
"Chapel Downs","School bus","Total people - age group","Total people - sex","2018",0,
"Chapel Downs","Ferry","Total people - age group","Total people - sex","2018",0,
"Chapel Downs","Other","Total people - age group","Total people - sex","2018",6,
"Wiri West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",198,
"Wiri West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",738,
"Wiri West","School bus","Total people - age group","Total people - sex","2018",90,
"Wiri West","Ferry","Total people - age group","Total people - sex","2018",0,
"Wiri West","Other","Total people - age group","Total people - sex","2018",30,
"Clover Park North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",15,
"Clover Park North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",69,
"Clover Park North","School bus","Total people - age group","Total people - sex","2018",0,
"Clover Park North","Ferry","Total people - age group","Total people - sex","2018",0,
"Clover Park North","Other","Total people - age group","Total people - sex","2018",6,
"Mission Heights North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Mission Heights North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",18,
"Mission Heights North","School bus","Total people - age group","Total people - sex","2018",0,
"Mission Heights North","Ferry","Total people - age group","Total people - sex","2018",0,
"Mission Heights North","Other","Total people - age group","Total people - sex","2018",0,
"Clover Park South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Clover Park South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",198,
"Clover Park South","School bus","Total people - age group","Total people - sex","2018",9,
"Clover Park South","Ferry","Total people - age group","Total people - sex","2018",0,
"Clover Park South","Other","Total people - age group","Total people - sex","2018",3,
"Donegal Park","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Donegal Park","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",12,
"Donegal Park","School bus","Total people - age group","Total people - sex","2018",0,
"Donegal Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Donegal Park","Other","Total people - age group","Total people - sex","2018",0,
"Ormiston South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",39,
"Ormiston South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",558,
"Ormiston South","School bus","Total people - age group","Total people - sex","2018",18,
"Ormiston South","Ferry","Total people - age group","Total people - sex","2018",0,
"Ormiston South","Other","Total people - age group","Total people - sex","2018",21,
"Mission Heights South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Mission Heights South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",573,
"Mission Heights South","School bus","Total people - age group","Total people - sex","2018",9,
"Mission Heights South","Ferry","Total people - age group","Total people - sex","2018",0,
"Mission Heights South","Other","Total people - age group","Total people - sex","2018",9,
"Hilltop (Auckland)","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Hilltop (Auckland)","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",33,
"Hilltop (Auckland)","School bus","Total people - age group","Total people - sex","2018",3,
"Hilltop (Auckland)","Ferry","Total people - age group","Total people - sex","2018",0,
"Hilltop (Auckland)","Other","Total people - age group","Total people - sex","2018",0,
"Wiri East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Wiri East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",102,
"Wiri East","School bus","Total people - age group","Total people - sex","2018",0,
"Wiri East","Ferry","Total people - age group","Total people - sex","2018",0,
"Wiri East","Other","Total people - age group","Total people - sex","2018",0,
"Goodwood Heights","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Goodwood Heights","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",234,
"Goodwood Heights","School bus","Total people - age group","Total people - sex","2018",0,
"Goodwood Heights","Ferry","Total people - age group","Total people - sex","2018",0,
"Goodwood Heights","Other","Total people - age group","Total people - sex","2018",6,
"Ormiston East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ormiston East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ormiston East","School bus","Total people - age group","Total people - sex","2018",,c
"Ormiston East","Ferry","Total people - age group","Total people - sex","2018",,c
"Ormiston East","Other","Total people - age group","Total people - sex","2018",,c
"Clendon Park North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Clendon Park North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",156,
"Clendon Park North","School bus","Total people - age group","Total people - sex","2018",3,
"Clendon Park North","Ferry","Total people - age group","Total people - sex","2018",0,
"Clendon Park North","Other","Total people - age group","Total people - sex","2018",3,
"Burbank","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Burbank","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Burbank","School bus","Total people - age group","Total people - sex","2018",,c
"Burbank","Ferry","Total people - age group","Total people - sex","2018",,c
"Burbank","Other","Total people - age group","Total people - sex","2018",,c
"Tuscany Heights","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Tuscany Heights","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Tuscany Heights","School bus","Total people - age group","Total people - sex","2018",,c
"Tuscany Heights","Ferry","Total people - age group","Total people - sex","2018",,c
"Tuscany Heights","Other","Total people - age group","Total people - sex","2018",,c
"Totara Heights","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Totara Heights","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Totara Heights","School bus","Total people - age group","Total people - sex","2018",,c
"Totara Heights","Ferry","Total people - age group","Total people - sex","2018",,c
"Totara Heights","Other","Total people - age group","Total people - sex","2018",,c
"Homai East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Homai East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Homai East","School bus","Total people - age group","Total people - sex","2018",0,
"Homai East","Ferry","Total people - age group","Total people - sex","2018",0,
"Homai East","Other","Total people - age group","Total people - sex","2018",3,
"Homai West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Homai West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",204,
"Homai West","School bus","Total people - age group","Total people - sex","2018",3,
"Homai West","Ferry","Total people - age group","Total people - sex","2018",0,
"Homai West","Other","Total people - age group","Total people - sex","2018",6,
"The Gardens (Auckland)","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"The Gardens (Auckland)","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",231,
"The Gardens (Auckland)","School bus","Total people - age group","Total people - sex","2018",0,
"The Gardens (Auckland)","Ferry","Total people - age group","Total people - sex","2018",0,
"The Gardens (Auckland)","Other","Total people - age group","Total people - sex","2018",3,
"Clarks Beach","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Clarks Beach","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",12,
"Clarks Beach","School bus","Total people - age group","Total people - sex","2018",0,
"Clarks Beach","Ferry","Total people - age group","Total people - sex","2018",0,
"Clarks Beach","Other","Total people - age group","Total people - sex","2018",0,
"Clendon Park West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Clendon Park West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Clendon Park West","School bus","Total people - age group","Total people - sex","2018",0,
"Clendon Park West","Ferry","Total people - age group","Total people - sex","2018",0,
"Clendon Park West","Other","Total people - age group","Total people - sex","2018",0,
"Hillpark North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Hillpark North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Hillpark North","School bus","Total people - age group","Total people - sex","2018",0,
"Hillpark North","Ferry","Total people - age group","Total people - sex","2018",0,
"Hillpark North","Other","Total people - age group","Total people - sex","2018",0,
"Clendon Park East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Clendon Park East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",111,
"Clendon Park East","School bus","Total people - age group","Total people - sex","2018",6,
"Clendon Park East","Ferry","Total people - age group","Total people - sex","2018",0,
"Clendon Park East","Other","Total people - age group","Total people - sex","2018",3,
"Karaka Creek","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Karaka Creek","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",159,
"Karaka Creek","School bus","Total people - age group","Total people - sex","2018",105,
"Karaka Creek","Ferry","Total people - age group","Total people - sex","2018",0,
"Karaka Creek","Other","Total people - age group","Total people - sex","2018",3,
"Rowandale West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",9,
"Rowandale West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",267,
"Rowandale West","School bus","Total people - age group","Total people - sex","2018",0,
"Rowandale West","Ferry","Total people - age group","Total people - sex","2018",3,
"Rowandale West","Other","Total people - age group","Total people - sex","2018",9,
"Rowandale East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Rowandale East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",534,
"Rowandale East","School bus","Total people - age group","Total people - sex","2018",12,
"Rowandale East","Ferry","Total people - age group","Total people - sex","2018",0,
"Rowandale East","Other","Total people - age group","Total people - sex","2018",12,
"Manurewa Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Manurewa Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",258,
"Manurewa Central","School bus","Total people - age group","Total people - sex","2018",3,
"Manurewa Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Manurewa Central","Other","Total people - age group","Total people - sex","2018",6,
"Weymouth North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Weymouth North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Weymouth North","School bus","Total people - age group","Total people - sex","2018",3,
"Weymouth North","Ferry","Total people - age group","Total people - sex","2018",0,
"Weymouth North","Other","Total people - age group","Total people - sex","2018",3,
"Hillpark South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Hillpark South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",501,
"Hillpark South","School bus","Total people - age group","Total people - sex","2018",3,
"Hillpark South","Ferry","Total people - age group","Total people - sex","2018",0,
"Hillpark South","Other","Total people - age group","Total people - sex","2018",24,
"Alfriston","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Alfriston","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",72,
"Alfriston","School bus","Total people - age group","Total people - sex","2018",0,
"Alfriston","Ferry","Total people - age group","Total people - sex","2018",0,
"Alfriston","Other","Total people - age group","Total people - sex","2018",3,
"Weymouth East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",21,
"Weymouth East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",90,
"Weymouth East","School bus","Total people - age group","Total people - sex","2018",3,
"Weymouth East","Ferry","Total people - age group","Total people - sex","2018",0,
"Weymouth East","Other","Total people - age group","Total people - sex","2018",6,
"Leabank","Drive a car, truck or van","Total people - age group","Total people - sex","2018",39,
"Leabank","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",375,
"Leabank","School bus","Total people - age group","Total people - sex","2018",18,
"Leabank","Ferry","Total people - age group","Total people - sex","2018",0,
"Leabank","Other","Total people - age group","Total people - sex","2018",18,
"Weymouth South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Weymouth South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",204,
"Weymouth South","School bus","Total people - age group","Total people - sex","2018",3,
"Weymouth South","Ferry","Total people - age group","Total people - sex","2018",0,
"Weymouth South","Other","Total people - age group","Total people - sex","2018",12,
"Manurewa East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",18,
"Manurewa East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",225,
"Manurewa East","School bus","Total people - age group","Total people - sex","2018",72,
"Manurewa East","Ferry","Total people - age group","Total people - sex","2018",0,
"Manurewa East","Other","Total people - age group","Total people - sex","2018",9,
"Manurewa South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Manurewa South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",282,
"Manurewa South","School bus","Total people - age group","Total people - sex","2018",3,
"Manurewa South","Ferry","Total people - age group","Total people - sex","2018",0,
"Manurewa South","Other","Total people - age group","Total people - sex","2018",9,
"Randwick Park East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",39,
"Randwick Park East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",525,
"Randwick Park East","School bus","Total people - age group","Total people - sex","2018",30,
"Randwick Park East","Ferry","Total people - age group","Total people - sex","2018",0,
"Randwick Park East","Other","Total people - age group","Total people - sex","2018",15,
"Wattle Downs West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Wattle Downs West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",255,
"Wattle Downs West","School bus","Total people - age group","Total people - sex","2018",0,
"Wattle Downs West","Ferry","Total people - age group","Total people - sex","2018",0,
"Wattle Downs West","Other","Total people - age group","Total people - sex","2018",0,
"Wattle Downs North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Wattle Downs North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",27,
"Wattle Downs North","School bus","Total people - age group","Total people - sex","2018",3,
"Wattle Downs North","Ferry","Total people - age group","Total people - sex","2018",0,
"Wattle Downs North","Other","Total people - age group","Total people - sex","2018",0,
"Randwick Park West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Randwick Park West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Randwick Park West","School bus","Total people - age group","Total people - sex","2018",,c
"Randwick Park West","Ferry","Total people - age group","Total people - sex","2018",,c
"Randwick Park West","Other","Total people - age group","Total people - sex","2018",,c
"Kingseat-Karaka","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Kingseat-Karaka","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",267,
"Kingseat-Karaka","School bus","Total people - age group","Total people - sex","2018",93,
"Kingseat-Karaka","Ferry","Total people - age group","Total people - sex","2018",0,
"Kingseat-Karaka","Other","Total people - age group","Total people - sex","2018",0,
"Wattle Downs East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Wattle Downs East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",102,
"Wattle Downs East","School bus","Total people - age group","Total people - sex","2018",0,
"Wattle Downs East","Ferry","Total people - age group","Total people - sex","2018",0,
"Wattle Downs East","Other","Total people - age group","Total people - sex","2018",3,
"Takanini North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Takanini North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",75,
"Takanini North","School bus","Total people - age group","Total people - sex","2018",0,
"Takanini North","Ferry","Total people - age group","Total people - sex","2018",0,
"Takanini North","Other","Total people - age group","Total people - sex","2018",0,
"Takanini Industrial","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Takanini Industrial","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Takanini Industrial","School bus","Total people - age group","Total people - sex","2018",,c
"Takanini Industrial","Ferry","Total people - age group","Total people - sex","2018",,c
"Takanini Industrial","Other","Total people - age group","Total people - sex","2018",,c
"Conifer Grove West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Conifer Grove West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",249,
"Conifer Grove West","School bus","Total people - age group","Total people - sex","2018",0,
"Conifer Grove West","Ferry","Total people - age group","Total people - sex","2018",0,
"Conifer Grove West","Other","Total people - age group","Total people - sex","2018",0,
"Conifer Grove East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Conifer Grove East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Conifer Grove East","School bus","Total people - age group","Total people - sex","2018",0,
"Conifer Grove East","Ferry","Total people - age group","Total people - sex","2018",0,
"Conifer Grove East","Other","Total people - age group","Total people - sex","2018",0,
"Takanini West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Takanini West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",90,
"Takanini West","School bus","Total people - age group","Total people - sex","2018",3,
"Takanini West","Ferry","Total people - age group","Total people - sex","2018",0,
"Takanini West","Other","Total people - age group","Total people - sex","2018",3,
"Takanini South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Takanini South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",96,
"Takanini South","School bus","Total people - age group","Total people - sex","2018",0,
"Takanini South","Ferry","Total people - age group","Total people - sex","2018",0,
"Takanini South","Other","Total people - age group","Total people - sex","2018",3,
"Takanini Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",24,
"Takanini Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Takanini Central","School bus","Total people - age group","Total people - sex","2018",0,
"Takanini Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Takanini Central","Other","Total people - age group","Total people - sex","2018",3,
"Ardmore","Drive a car, truck or van","Total people - age group","Total people - sex","2018",108,
"Ardmore","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",408,
"Ardmore","School bus","Total people - age group","Total people - sex","2018",81,
"Ardmore","Ferry","Total people - age group","Total people - sex","2018",0,
"Ardmore","Other","Total people - age group","Total people - sex","2018",9,
"Glenbrook","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Glenbrook","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",144,
"Glenbrook","School bus","Total people - age group","Total people - sex","2018",60,
"Glenbrook","Ferry","Total people - age group","Total people - sex","2018",0,
"Glenbrook","Other","Total people - age group","Total people - sex","2018",0,
"Hingaia","Drive a car, truck or van","Total people - age group","Total people - sex","2018",51,
"Hingaia","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",771,
"Hingaia","School bus","Total people - age group","Total people - sex","2018",216,
"Hingaia","Ferry","Total people - age group","Total people - sex","2018",0,
"Hingaia","Other","Total people - age group","Total people - sex","2018",6,
"Takanini South East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Takanini South East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",300,
"Takanini South East","School bus","Total people - age group","Total people - sex","2018",0,
"Takanini South East","Ferry","Total people - age group","Total people - sex","2018",0,
"Takanini South East","Other","Total people - age group","Total people - sex","2018",9,
"Kawakawa Bay-Orere","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Kawakawa Bay-Orere","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",27,
"Kawakawa Bay-Orere","School bus","Total people - age group","Total people - sex","2018",6,
"Kawakawa Bay-Orere","Ferry","Total people - age group","Total people - sex","2018",0,
"Kawakawa Bay-Orere","Other","Total people - age group","Total people - sex","2018",0,
"Papakura West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Papakura West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",9,
"Papakura West","School bus","Total people - age group","Total people - sex","2018",0,
"Papakura West","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura West","Other","Total people - age group","Total people - sex","2018",0,
"Clevedon","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Clevedon","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",288,
"Clevedon","School bus","Total people - age group","Total people - sex","2018",42,
"Clevedon","Ferry","Total people - age group","Total people - sex","2018",0,
"Clevedon","Other","Total people - age group","Total people - sex","2018",0,
"Papakura North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Papakura North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",90,
"Papakura North","School bus","Total people - age group","Total people - sex","2018",0,
"Papakura North","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura North","Other","Total people - age group","Total people - sex","2018",0,
"Pahurehure","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Pahurehure","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",177,
"Pahurehure","School bus","Total people - age group","Total people - sex","2018",0,
"Pahurehure","Ferry","Total people - age group","Total people - sex","2018",0,
"Pahurehure","Other","Total people - age group","Total people - sex","2018",3,
"Papakura Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",12,
"Papakura Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",282,
"Papakura Central","School bus","Total people - age group","Total people - sex","2018",6,
"Papakura Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura Central","Other","Total people - age group","Total people - sex","2018",6,
"Papakura North East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Papakura North East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",159,
"Papakura North East","School bus","Total people - age group","Total people - sex","2018",0,
"Papakura North East","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura North East","Other","Total people - age group","Total people - sex","2018",9,
"Karaka Lakes","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Karaka Lakes","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Karaka Lakes","School bus","Total people - age group","Total people - sex","2018",,c
"Karaka Lakes","Ferry","Total people - age group","Total people - sex","2018",,c
"Karaka Lakes","Other","Total people - age group","Total people - sex","2018",,c
"Papakura Kelvin","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Papakura Kelvin","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",120,
"Papakura Kelvin","School bus","Total people - age group","Total people - sex","2018",15,
"Papakura Kelvin","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura Kelvin","Other","Total people - age group","Total people - sex","2018",3,
"Papakura Massey Park","Drive a car, truck or van","Total people - age group","Total people - sex","2018",15,
"Papakura Massey Park","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",147,
"Papakura Massey Park","School bus","Total people - age group","Total people - sex","2018",3,
"Papakura Massey Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura Massey Park","Other","Total people - age group","Total people - sex","2018",6,
"Rosehill","Drive a car, truck or van","Total people - age group","Total people - sex","2018",75,
"Rosehill","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",687,
