Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Mowhanau","Bicycle","Total people - age group","Total people - sex","2018",9,
"Mowhanau","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Mowhanau","Ferry","Total people - age group","Total people - sex","2018",0,
"Mowhanau","Other","Total people - age group","Total people - sex","2018",12,
"Brunswick-Papaiti","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",795,
"Brunswick-Papaiti","Work at home","Total people - age group","Total people - sex","2018",153,
"Brunswick-Papaiti","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",459,
"Brunswick-Papaiti","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",138,
"Brunswick-Papaiti","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Brunswick-Papaiti","Public bus","Total people - age group","Total people - sex","2018",0,
"Brunswick-Papaiti","Train","Total people - age group","Total people - sex","2018",0,
"Brunswick-Papaiti","Bicycle","Total people - age group","Total people - sex","2018",12,
"Brunswick-Papaiti","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Brunswick-Papaiti","Ferry","Total people - age group","Total people - sex","2018",0,
"Brunswick-Papaiti","Other","Total people - age group","Total people - sex","2018",9,
"Castlecliff West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",663,
"Castlecliff West","Work at home","Total people - age group","Total people - sex","2018",51,
"Castlecliff West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",468,
"Castlecliff West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",63,
"Castlecliff West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Castlecliff West","Public bus","Total people - age group","Total people - sex","2018",3,
"Castlecliff West","Train","Total people - age group","Total people - sex","2018",0,
"Castlecliff West","Bicycle","Total people - age group","Total people - sex","2018",24,
"Castlecliff West","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Castlecliff West","Ferry","Total people - age group","Total people - sex","2018",0,
"Castlecliff West","Other","Total people - age group","Total people - sex","2018",6,
"Otamatea (Whanganui District)","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",777,
"Otamatea (Whanganui District)","Work at home","Total people - age group","Total people - sex","2018",102,
"Otamatea (Whanganui District)","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",504,
"Otamatea (Whanganui District)","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",120,
"Otamatea (Whanganui District)","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Otamatea (Whanganui District)","Public bus","Total people - age group","Total people - sex","2018",0,
"Otamatea (Whanganui District)","Train","Total people - age group","Total people - sex","2018",3,
"Otamatea (Whanganui District)","Bicycle","Total people - age group","Total people - sex","2018",18,
"Otamatea (Whanganui District)","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Otamatea (Whanganui District)","Ferry","Total people - age group","Total people - sex","2018",0,
"Otamatea (Whanganui District)","Other","Total people - age group","Total people - sex","2018",3,
"Castlecliff East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",783,
"Castlecliff East","Work at home","Total people - age group","Total people - sex","2018",54,
"Castlecliff East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",549,
"Castlecliff East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",69,
"Castlecliff East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",39,
"Castlecliff East","Public bus","Total people - age group","Total people - sex","2018",12,
"Castlecliff East","Train","Total people - age group","Total people - sex","2018",0,
"Castlecliff East","Bicycle","Total people - age group","Total people - sex","2018",18,
"Castlecliff East","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Castlecliff East","Ferry","Total people - age group","Total people - sex","2018",0,
"Castlecliff East","Other","Total people - age group","Total people - sex","2018",15,
"Springvale North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",156,
"Springvale North","Work at home","Total people - age group","Total people - sex","2018",27,
"Springvale North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",87,
"Springvale North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Springvale North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Springvale North","Public bus","Total people - age group","Total people - sex","2018",0,
"Springvale North","Train","Total people - age group","Total people - sex","2018",0,
"Springvale North","Bicycle","Total people - age group","Total people - sex","2018",3,
"Springvale North","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Springvale North","Ferry","Total people - age group","Total people - sex","2018",0,
"Springvale North","Other","Total people - age group","Total people - sex","2018",0,
"Lower Aramoho","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",783,
"Lower Aramoho","Work at home","Total people - age group","Total people - sex","2018",60,
"Lower Aramoho","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",540,
"Lower Aramoho","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",78,
"Lower Aramoho","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Lower Aramoho","Public bus","Total people - age group","Total people - sex","2018",3,
"Lower Aramoho","Train","Total people - age group","Total people - sex","2018",0,
"Lower Aramoho","Bicycle","Total people - age group","Total people - sex","2018",27,
"Lower Aramoho","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Lower Aramoho","Ferry","Total people - age group","Total people - sex","2018",0,
"Lower Aramoho","Other","Total people - age group","Total people - sex","2018",15,
"St Johns Hill East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",450,
"St Johns Hill East","Work at home","Total people - age group","Total people - sex","2018",48,
"St Johns Hill East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",291,
"St Johns Hill East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",63,
"St Johns Hill East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"St Johns Hill East","Public bus","Total people - age group","Total people - sex","2018",0,
"St Johns Hill East","Train","Total people - age group","Total people - sex","2018",0,
"St Johns Hill East","Bicycle","Total people - age group","Total people - sex","2018",9,
"St Johns Hill East","Walk or jog","Total people - age group","Total people - sex","2018",12,
"St Johns Hill East","Ferry","Total people - age group","Total people - sex","2018",0,
"St Johns Hill East","Other","Total people - age group","Total people - sex","2018",3,
"St Johns Hill West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1077,
"St Johns Hill West","Work at home","Total people - age group","Total people - sex","2018",114,
"St Johns Hill West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",711,
"St Johns Hill West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",144,
"St Johns Hill West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"St Johns Hill West","Public bus","Total people - age group","Total people - sex","2018",6,
"St Johns Hill West","Train","Total people - age group","Total people - sex","2018",0,
"St Johns Hill West","Bicycle","Total people - age group","Total people - sex","2018",30,
"St Johns Hill West","Walk or jog","Total people - age group","Total people - sex","2018",33,
"St Johns Hill West","Ferry","Total people - age group","Total people - sex","2018",0,
"St Johns Hill West","Other","Total people - age group","Total people - sex","2018",15,
"Titoki","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1158,
"Titoki","Work at home","Total people - age group","Total people - sex","2018",63,
"Titoki","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",828,
"Titoki","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",114,
"Titoki","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",45,
"Titoki","Public bus","Total people - age group","Total people - sex","2018",3,
"Titoki","Train","Total people - age group","Total people - sex","2018",3,
"Titoki","Bicycle","Total people - age group","Total people - sex","2018",39,
"Titoki","Walk or jog","Total people - age group","Total people - sex","2018",42,
"Titoki","Ferry","Total people - age group","Total people - sex","2018",0,
"Titoki","Other","Total people - age group","Total people - sex","2018",18,
"Springvale West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",759,
"Springvale West","Work at home","Total people - age group","Total people - sex","2018",81,
"Springvale West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",513,
"Springvale West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",84,
"Springvale West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Springvale West","Public bus","Total people - age group","Total people - sex","2018",0,
"Springvale West","Train","Total people - age group","Total people - sex","2018",0,
"Springvale West","Bicycle","Total people - age group","Total people - sex","2018",18,
"Springvale West","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Springvale West","Ferry","Total people - age group","Total people - sex","2018",0,
"Springvale West","Other","Total people - age group","Total people - sex","2018",12,
"Springvale East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",675,
"Springvale East","Work at home","Total people - age group","Total people - sex","2018",39,
"Springvale East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",474,
"Springvale East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",75,
"Springvale East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Springvale East","Public bus","Total people - age group","Total people - sex","2018",0,
"Springvale East","Train","Total people - age group","Total people - sex","2018",0,
"Springvale East","Bicycle","Total people - age group","Total people - sex","2018",24,
"Springvale East","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Springvale East","Ferry","Total people - age group","Total people - sex","2018",0,
"Springvale East","Other","Total people - age group","Total people - sex","2018",12,
"Upper Aramoho","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",948,
"Upper Aramoho","Work at home","Total people - age group","Total people - sex","2018",84,
"Upper Aramoho","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",672,
"Upper Aramoho","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",105,
"Upper Aramoho","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Upper Aramoho","Public bus","Total people - age group","Total people - sex","2018",6,
"Upper Aramoho","Train","Total people - age group","Total people - sex","2018",0,
"Upper Aramoho","Bicycle","Total people - age group","Total people - sex","2018",21,
"Upper Aramoho","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Upper Aramoho","Ferry","Total people - age group","Total people - sex","2018",0,
"Upper Aramoho","Other","Total people - age group","Total people - sex","2018",12,
"Balgownie","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",42,
"Balgownie","Work at home","Total people - age group","Total people - sex","2018",6,
"Balgownie","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",27,
"Balgownie","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",6,
"Balgownie","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",0,
"Balgownie","Public bus","Total people - age group","Total people - sex","2018",0,
"Balgownie","Train","Total people - age group","Total people - sex","2018",0,
"Balgownie","Bicycle","Total people - age group","Total people - sex","2018",0,
"Balgownie","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Balgownie","Ferry","Total people - age group","Total people - sex","2018",0,
"Balgownie","Other","Total people - age group","Total people - sex","2018",0,
"Laird Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",915,
"Laird Park","Work at home","Total people - age group","Total people - sex","2018",102,
"Laird Park","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",570,
"Laird Park","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",57,
"Laird Park","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",60,
"Laird Park","Public bus","Total people - age group","Total people - sex","2018",3,
"Laird Park","Train","Total people - age group","Total people - sex","2018",0,
"Laird Park","Bicycle","Total people - age group","Total people - sex","2018",33,
"Laird Park","Walk or jog","Total people - age group","Total people - sex","2018",72,
"Laird Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Laird Park","Other","Total people - age group","Total people - sex","2018",15,
"Wembley Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",705,
"Wembley Park","Work at home","Total people - age group","Total people - sex","2018",69,
"Wembley Park","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",462,
"Wembley Park","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",63,
"Wembley Park","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Wembley Park","Public bus","Total people - age group","Total people - sex","2018",9,
"Wembley Park","Train","Total people - age group","Total people - sex","2018",0,
"Wembley Park","Bicycle","Total people - age group","Total people - sex","2018",30,
"Wembley Park","Walk or jog","Total people - age group","Total people - sex","2018",24,
"Wembley Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Wembley Park","Other","Total people - age group","Total people - sex","2018",9,
"College Estate","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",537,
"College Estate","Work at home","Total people - age group","Total people - sex","2018",60,
"College Estate","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",315,
"College Estate","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",63,
"College Estate","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",21,
"College Estate","Public bus","Total people - age group","Total people - sex","2018",0,
"College Estate","Train","Total people - age group","Total people - sex","2018",0,
"College Estate","Bicycle","Total people - age group","Total people - sex","2018",24,
"College Estate","Walk or jog","Total people - age group","Total people - sex","2018",42,
"College Estate","Ferry","Total people - age group","Total people - sex","2018",0,
"College Estate","Other","Total people - age group","Total people - sex","2018",12,
"Whanganui East-Williams Domain","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",903,
"Whanganui East-Williams Domain","Work at home","Total people - age group","Total people - sex","2018",69,
"Whanganui East-Williams Domain","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",624,
"Whanganui East-Williams Domain","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",90,
"Whanganui East-Williams Domain","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Whanganui East-Williams Domain","Public bus","Total people - age group","Total people - sex","2018",3,
"Whanganui East-Williams Domain","Train","Total people - age group","Total people - sex","2018",0,
"Whanganui East-Williams Domain","Bicycle","Total people - age group","Total people - sex","2018",30,
"Whanganui East-Williams Domain","Walk or jog","Total people - age group","Total people - sex","2018",42,
"Whanganui East-Williams Domain","Ferry","Total people - age group","Total people - sex","2018",0,
"Whanganui East-Williams Domain","Other","Total people - age group","Total people - sex","2018",18,
"Gonville West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",606,
"Gonville West","Work at home","Total people - age group","Total people - sex","2018",51,
"Gonville West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",408,
"Gonville West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",30,
"Gonville West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",39,
"Gonville West","Public bus","Total people - age group","Total people - sex","2018",3,
"Gonville West","Train","Total people - age group","Total people - sex","2018",0,
"Gonville West","Bicycle","Total people - age group","Total people - sex","2018",36,
"Gonville West","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Gonville West","Ferry","Total people - age group","Total people - sex","2018",0,
"Gonville West","Other","Total people - age group","Total people - sex","2018",9,
"Gonville North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1173,
"Gonville North","Work at home","Total people - age group","Total people - sex","2018",111,
"Gonville North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",771,
"Gonville North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",108,
"Gonville North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",63,
"Gonville North","Public bus","Total people - age group","Total people - sex","2018",3,
"Gonville North","Train","Total people - age group","Total people - sex","2018",0,
"Gonville North","Bicycle","Total people - age group","Total people - sex","2018",39,
"Gonville North","Walk or jog","Total people - age group","Total people - sex","2018",66,
"Gonville North","Ferry","Total people - age group","Total people - sex","2018",0,
"Gonville North","Other","Total people - age group","Total people - sex","2018",12,
"Cornmarket","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",540,
"Cornmarket","Work at home","Total people - age group","Total people - sex","2018",42,
"Cornmarket","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",297,
"Cornmarket","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",48,
"Cornmarket","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Cornmarket","Public bus","Total people - age group","Total people - sex","2018",6,
"Cornmarket","Train","Total people - age group","Total people - sex","2018",0,
"Cornmarket","Bicycle","Total people - age group","Total people - sex","2018",24,
"Cornmarket","Walk or jog","Total people - age group","Total people - sex","2018",84,
"Cornmarket","Ferry","Total people - age group","Total people - sex","2018",0,
"Cornmarket","Other","Total people - age group","Total people - sex","2018",6,
"Whanganui East-Riverlands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",978,
"Whanganui East-Riverlands","Work at home","Total people - age group","Total people - sex","2018",114,
"Whanganui East-Riverlands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",642,
"Whanganui East-Riverlands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",99,
"Whanganui East-Riverlands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",39,
"Whanganui East-Riverlands","Public bus","Total people - age group","Total people - sex","2018",0,
"Whanganui East-Riverlands","Train","Total people - age group","Total people - sex","2018",0,
"Whanganui East-Riverlands","Bicycle","Total people - age group","Total people - sex","2018",27,
"Whanganui East-Riverlands","Walk or jog","Total people - age group","Total people - sex","2018",39,
"Whanganui East-Riverlands","Ferry","Total people - age group","Total people - sex","2018",0,
"Whanganui East-Riverlands","Other","Total people - age group","Total people - sex","2018",18,
"Kaitoke-Fordell","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",993,
"Kaitoke-Fordell","Work at home","Total people - age group","Total people - sex","2018",204,
"Kaitoke-Fordell","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",534,
"Kaitoke-Fordell","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",135,
"Kaitoke-Fordell","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Kaitoke-Fordell","Public bus","Total people - age group","Total people - sex","2018",0,
"Kaitoke-Fordell","Train","Total people - age group","Total people - sex","2018",0,
"Kaitoke-Fordell","Bicycle","Total people - age group","Total people - sex","2018",12,
"Kaitoke-Fordell","Walk or jog","Total people - age group","Total people - sex","2018",63,
"Kaitoke-Fordell","Ferry","Total people - age group","Total people - sex","2018",0,
"Kaitoke-Fordell","Other","Total people - age group","Total people - sex","2018",18,
"Whanganui Central","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",321,
"Whanganui Central","Work at home","Total people - age group","Total people - sex","2018",42,
"Whanganui Central","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",165,
"Whanganui Central","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Whanganui Central","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Whanganui Central","Public bus","Total people - age group","Total people - sex","2018",0,
"Whanganui Central","Train","Total people - age group","Total people - sex","2018",0,
"Whanganui Central","Bicycle","Total people - age group","Total people - sex","2018",6,
"Whanganui Central","Walk or jog","Total people - age group","Total people - sex","2018",63,
"Whanganui Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Whanganui Central","Other","Total people - age group","Total people - sex","2018",6,
"Gonville South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",927,
"Gonville South","Work at home","Total people - age group","Total people - sex","2018",54,
"Gonville South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",642,
"Gonville South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",93,
"Gonville South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Gonville South","Public bus","Total people - age group","Total people - sex","2018",6,
"Gonville South","Train","Total people - age group","Total people - sex","2018",0,
"Gonville South","Bicycle","Total people - age group","Total people - sex","2018",27,
"Gonville South","Walk or jog","Total people - age group","Total people - sex","2018",57,
"Gonville South","Ferry","Total people - age group","Total people - sex","2018",0,
"Gonville South","Other","Total people - age group","Total people - sex","2018",15,
"Bastia-Durie Hill","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1149,
"Bastia-Durie Hill","Work at home","Total people - age group","Total people - sex","2018",147,
"Bastia-Durie Hill","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",756,
"Bastia-Durie Hill","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",132,
"Bastia-Durie Hill","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Bastia-Durie Hill","Public bus","Total people - age group","Total people - sex","2018",0,
"Bastia-Durie Hill","Train","Total people - age group","Total people - sex","2018",0,
"Bastia-Durie Hill","Bicycle","Total people - age group","Total people - sex","2018",36,
"Bastia-Durie Hill","Walk or jog","Total people - age group","Total people - sex","2018",36,
"Bastia-Durie Hill","Ferry","Total people - age group","Total people - sex","2018",0,
"Bastia-Durie Hill","Other","Total people - age group","Total people - sex","2018",15,
"Putiki","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",363,
"Putiki","Work at home","Total people - age group","Total people - sex","2018",48,
"Putiki","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",225,
"Putiki","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",51,
"Putiki","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Putiki","Public bus","Total people - age group","Total people - sex","2018",0,
"Putiki","Train","Total people - age group","Total people - sex","2018",0,
"Putiki","Bicycle","Total people - age group","Total people - sex","2018",9,
"Putiki","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Putiki","Ferry","Total people - age group","Total people - sex","2018",0,
"Putiki","Other","Total people - age group","Total people - sex","2018",6,
"Mokai Patea","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1095,
"Mokai Patea","Work at home","Total people - age group","Total people - sex","2018",489,
"Mokai Patea","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",408,
"Mokai Patea","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",105,
"Mokai Patea","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",42,
"Mokai Patea","Public bus","Total people - age group","Total people - sex","2018",0,
"Mokai Patea","Train","Total people - age group","Total people - sex","2018",0,
"Mokai Patea","Bicycle","Total people - age group","Total people - sex","2018",0,
"Mokai Patea","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Mokai Patea","Ferry","Total people - age group","Total people - sex","2018",0,
"Mokai Patea","Other","Total people - age group","Total people - sex","2018",33,
"Turakina","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",651,
"Turakina","Work at home","Total people - age group","Total people - sex","2018",165,
"Turakina","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",384,
"Turakina","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",45,
"Turakina","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Turakina","Public bus","Total people - age group","Total people - sex","2018",0,
"Turakina","Train","Total people - age group","Total people - sex","2018",3,
"Turakina","Bicycle","Total people - age group","Total people - sex","2018",0,
"Turakina","Walk or jog","Total people - age group","Total people - sex","2018",24,
"Turakina","Ferry","Total people - age group","Total people - sex","2018",0,
"Turakina","Other","Total people - age group","Total people - sex","2018",6,
"Otairi","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",708,
"Otairi","Work at home","Total people - age group","Total people - sex","2018",219,
"Otairi","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",330,
"Otairi","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",60,
"Otairi","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Otairi","Public bus","Total people - age group","Total people - sex","2018",0,
"Otairi","Train","Total people - age group","Total people - sex","2018",0,
"Otairi","Bicycle","Total people - age group","Total people - sex","2018",3,
"Otairi","Walk or jog","Total people - age group","Total people - sex","2018",39,
"Otairi","Ferry","Total people - age group","Total people - sex","2018",0,
"Otairi","Other","Total people - age group","Total people - sex","2018",30,
"Taihape","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",927,
"Taihape","Work at home","Total people - age group","Total people - sex","2018",90,
"Taihape","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",495,
"Taihape","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",150,
"Taihape","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",102,
"Taihape","Public bus","Total people - age group","Total people - sex","2018",0,
"Taihape","Train","Total people - age group","Total people - sex","2018",0,
"Taihape","Bicycle","Total people - age group","Total people - sex","2018",3,
"Taihape","Walk or jog","Total people - age group","Total people - sex","2018",84,
"Taihape","Ferry","Total people - age group","Total people - sex","2018",0,
"Taihape","Other","Total people - age group","Total people - sex","2018",3,
"Marton Rural","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",582,
"Marton Rural","Work at home","Total people - age group","Total people - sex","2018",165,
"Marton Rural","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",291,
"Marton Rural","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",84,
"Marton Rural","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Marton Rural","Public bus","Total people - age group","Total people - sex","2018",0,
"Marton Rural","Train","Total people - age group","Total people - sex","2018",0,
"Marton Rural","Bicycle","Total people - age group","Total people - sex","2018",6,
"Marton Rural","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Marton Rural","Ferry","Total people - age group","Total people - sex","2018",0,
"Marton Rural","Other","Total people - age group","Total people - sex","2018",12,
"Marton North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1293,
"Marton North","Work at home","Total people - age group","Total people - sex","2018",126,
"Marton North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",831,
"Marton North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",135,
"Marton North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",54,
"Marton North","Public bus","Total people - age group","Total people - sex","2018",3,
"Marton North","Train","Total people - age group","Total people - sex","2018",0,
"Marton North","Bicycle","Total people - age group","Total people - sex","2018",12,
"Marton North","Walk or jog","Total people - age group","Total people - sex","2018",117,
"Marton North","Ferry","Total people - age group","Total people - sex","2018",0,
"Marton North","Other","Total people - age group","Total people - sex","2018",15,
"Parewanui","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",480,
"Parewanui","Work at home","Total people - age group","Total people - sex","2018",129,
"Parewanui","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",258,
"Parewanui","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",48,
"Parewanui","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Parewanui","Public bus","Total people - age group","Total people - sex","2018",0,
"Parewanui","Train","Total people - age group","Total people - sex","2018",0,
"Parewanui","Bicycle","Total people - age group","Total people - sex","2018",3,
"Parewanui","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Parewanui","Ferry","Total people - age group","Total people - sex","2018",0,
"Parewanui","Other","Total people - age group","Total people - sex","2018",24,
"Marton South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",957,
"Marton South","Work at home","Total people - age group","Total people - sex","2018",75,
"Marton South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",672,
"Marton South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",84,
"Marton South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",54,
"Marton South","Public bus","Total people - age group","Total people - sex","2018",0,
"Marton South","Train","Total people - age group","Total people - sex","2018",0,
"Marton South","Bicycle","Total people - age group","Total people - sex","2018",12,
"Marton South","Walk or jog","Total people - age group","Total people - sex","2018",45,
"Marton South","Ferry","Total people - age group","Total people - sex","2018",0,
"Marton South","Other","Total people - age group","Total people - sex","2018",12,
"Bulls","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",918,
"Bulls","Work at home","Total people - age group","Total people - sex","2018",78,
"Bulls","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",651,
"Bulls","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",84,
