Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Tokomaru","Other","Total people - age group","Total people - sex","2018",9,
"Hangaroa","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",642,
"Hangaroa","Public bus","Total people - age group","Total people - sex","2018",0,
"Hangaroa","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Hangaroa","Ferry","Total people - age group","Total people - sex","2018",0,
"Hangaroa","Other","Total people - age group","Total people - sex","2018",30,
"Wharekaka","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",540,
"Wharekaka","Public bus","Total people - age group","Total people - sex","2018",3,
"Wharekaka","Walk or jog","Total people - age group","Total people - sex","2018",24,
"Wharekaka","Ferry","Total people - age group","Total people - sex","2018",0,
"Wharekaka","Other","Total people - age group","Total people - sex","2018",18,
"Te Arai","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",492,
"Te Arai","Public bus","Total people - age group","Total people - sex","2018",0,
"Te Arai","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Te Arai","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Arai","Other","Total people - age group","Total people - sex","2018",3,
"Hexton","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1698,
"Hexton","Public bus","Total people - age group","Total people - sex","2018",3,
"Hexton","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Hexton","Ferry","Total people - age group","Total people - sex","2018",0,
"Hexton","Other","Total people - age group","Total people - sex","2018",12,
"Lytton","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",963,
"Lytton","Public bus","Total people - age group","Total people - sex","2018",6,
"Lytton","Walk or jog","Total people - age group","Total people - sex","2018",30,
"Lytton","Ferry","Total people - age group","Total people - sex","2018",0,
"Lytton","Other","Total people - age group","Total people - sex","2018",6,
"Makaraka-Awapuni","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2574,
"Makaraka-Awapuni","Public bus","Total people - age group","Total people - sex","2018",0,
"Makaraka-Awapuni","Walk or jog","Total people - age group","Total people - sex","2018",69,
"Makaraka-Awapuni","Ferry","Total people - age group","Total people - sex","2018",0,
"Makaraka-Awapuni","Other","Total people - age group","Total people - sex","2018",24,
"Riverdale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",315,
"Riverdale","Public bus","Total people - age group","Total people - sex","2018",0,
"Riverdale","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Riverdale","Ferry","Total people - age group","Total people - sex","2018",0,
"Riverdale","Other","Total people - age group","Total people - sex","2018",3,
"Te Hapara North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",438,
"Te Hapara North","Public bus","Total people - age group","Total people - sex","2018",3,
"Te Hapara North","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Te Hapara North","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Hapara North","Other","Total people - age group","Total people - sex","2018",3,
"Mangapapa North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",138,
"Mangapapa North","Public bus","Total people - age group","Total people - sex","2018",0,
"Mangapapa North","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Mangapapa North","Ferry","Total people - age group","Total people - sex","2018",0,
"Mangapapa North","Other","Total people - age group","Total people - sex","2018",3,
"Elgin","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",387,
"Elgin","Public bus","Total people - age group","Total people - sex","2018",0,
"Elgin","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Elgin","Ferry","Total people - age group","Total people - sex","2018",0,
"Elgin","Other","Total people - age group","Total people - sex","2018",0,
"Te Hapara South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",237,
"Te Hapara South","Public bus","Total people - age group","Total people - sex","2018",0,
"Te Hapara South","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Te Hapara South","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Hapara South","Other","Total people - age group","Total people - sex","2018",3,
"Mangapapa East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",231,
"Mangapapa East","Public bus","Total people - age group","Total people - sex","2018",3,
"Mangapapa East","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Mangapapa East","Ferry","Total people - age group","Total people - sex","2018",0,
"Mangapapa East","Other","Total people - age group","Total people - sex","2018",0,
"Mangapapa South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",156,
"Mangapapa South","Public bus","Total people - age group","Total people - sex","2018",0,
"Mangapapa South","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Mangapapa South","Ferry","Total people - age group","Total people - sex","2018",0,
"Mangapapa South","Other","Total people - age group","Total people - sex","2018",3,
"Te Hapara East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",405,
"Te Hapara East","Public bus","Total people - age group","Total people - sex","2018",3,
"Te Hapara East","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Te Hapara East","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Hapara East","Other","Total people - age group","Total people - sex","2018",3,
"Centennial Crescent","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",246,
"Centennial Crescent","Public bus","Total people - age group","Total people - sex","2018",0,
"Centennial Crescent","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Centennial Crescent","Ferry","Total people - age group","Total people - sex","2018",0,
"Centennial Crescent","Other","Total people - age group","Total people - sex","2018",3,
"Whataupoko East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",249,
"Whataupoko East","Public bus","Total people - age group","Total people - sex","2018",0,
"Whataupoko East","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Whataupoko East","Ferry","Total people - age group","Total people - sex","2018",0,
"Whataupoko East","Other","Total people - age group","Total people - sex","2018",3,
"Whataupoko West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",807,
"Whataupoko West","Public bus","Total people - age group","Total people - sex","2018",0,
"Whataupoko West","Walk or jog","Total people - age group","Total people - sex","2018",36,
"Whataupoko West","Ferry","Total people - age group","Total people - sex","2018",0,
"Whataupoko West","Other","Total people - age group","Total people - sex","2018",9,
"Gisborne Central","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",4161,
"Gisborne Central","Public bus","Total people - age group","Total people - sex","2018",18,
"Gisborne Central","Walk or jog","Total people - age group","Total people - sex","2018",225,
"Gisborne Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Gisborne Central","Other","Total people - age group","Total people - sex","2018",48,
"Kaiti North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",408,
"Kaiti North","Public bus","Total people - age group","Total people - sex","2018",0,
"Kaiti North","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Kaiti North","Ferry","Total people - age group","Total people - sex","2018",0,
"Kaiti North","Other","Total people - age group","Total people - sex","2018",3,
"Kaiti South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",426,
"Kaiti South","Public bus","Total people - age group","Total people - sex","2018",3,
"Kaiti South","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Kaiti South","Ferry","Total people - age group","Total people - sex","2018",0,
"Kaiti South","Other","Total people - age group","Total people - sex","2018",6,
"Outer Kaiti","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",129,
"Outer Kaiti","Public bus","Total people - age group","Total people - sex","2018",0,
"Outer Kaiti","Walk or jog","Total people - age group","Total people - sex","2018",0,
"Outer Kaiti","Ferry","Total people - age group","Total people - sex","2018",0,
"Outer Kaiti","Other","Total people - age group","Total people - sex","2018",0,
"Tamarau","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",222,
"Tamarau","Public bus","Total people - age group","Total people - sex","2018",0,
"Tamarau","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Tamarau","Ferry","Total people - age group","Total people - sex","2018",0,
"Tamarau","Other","Total people - age group","Total people - sex","2018",3,
"Wainui-Okitu","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",279,
"Wainui-Okitu","Public bus","Total people - age group","Total people - sex","2018",3,
"Wainui-Okitu","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Wainui-Okitu","Ferry","Total people - age group","Total people - sex","2018",0,
"Wainui-Okitu","Other","Total people - age group","Total people - sex","2018",0,
"Maungataniwha-Raupunga","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",342,
"Maungataniwha-Raupunga","Public bus","Total people - age group","Total people - sex","2018",0,
"Maungataniwha-Raupunga","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Maungataniwha-Raupunga","Ferry","Total people - age group","Total people - sex","2018",0,
"Maungataniwha-Raupunga","Other","Total people - age group","Total people - sex","2018",18,
"Inland water Lake Waikaremoana","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",3,
"Inland water Lake Waikaremoana","Public bus","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Waikaremoana","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Waikaremoana","Ferry","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Waikaremoana","Other","Total people - age group","Total people - sex","2018",,c
"Frasertown-Ruakituri","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",324,
"Frasertown-Ruakituri","Public bus","Total people - age group","Total people - sex","2018",0,
"Frasertown-Ruakituri","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Frasertown-Ruakituri","Ferry","Total people - age group","Total people - sex","2018",0,
"Frasertown-Ruakituri","Other","Total people - age group","Total people - sex","2018",12,
"Whakaki","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",144,
"Whakaki","Public bus","Total people - age group","Total people - sex","2018",0,
"Whakaki","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Whakaki","Ferry","Total people - age group","Total people - sex","2018",0,
"Whakaki","Other","Total people - age group","Total people - sex","2018",3,
"Wairoa","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1524,
"Wairoa","Public bus","Total people - age group","Total people - sex","2018",3,
"Wairoa","Walk or jog","Total people - age group","Total people - sex","2018",99,
"Wairoa","Ferry","Total people - age group","Total people - sex","2018",0,
"Wairoa","Other","Total people - age group","Total people - sex","2018",15,
"Mahia","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",207,
"Mahia","Public bus","Total people - age group","Total people - sex","2018",0,
"Mahia","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Mahia","Ferry","Total people - age group","Total people - sex","2018",0,
"Mahia","Other","Total people - age group","Total people - sex","2018",9,
"Puketitiri-Tutira","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",645,
"Puketitiri-Tutira","Public bus","Total people - age group","Total people - sex","2018",0,
"Puketitiri-Tutira","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Puketitiri-Tutira","Ferry","Total people - age group","Total people - sex","2018",0,
"Puketitiri-Tutira","Other","Total people - age group","Total people - sex","2018",39,
"Sherenden-Crownthorpe","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",405,
"Sherenden-Crownthorpe","Public bus","Total people - age group","Total people - sex","2018",0,
"Sherenden-Crownthorpe","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Sherenden-Crownthorpe","Ferry","Total people - age group","Total people - sex","2018",0,
"Sherenden-Crownthorpe","Other","Total people - age group","Total people - sex","2018",18,
"Maraekakaho","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",531,
"Maraekakaho","Public bus","Total people - age group","Total people - sex","2018",0,
"Maraekakaho","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Maraekakaho","Ferry","Total people - age group","Total people - sex","2018",0,
"Maraekakaho","Other","Total people - age group","Total people - sex","2018",12,
"Puketapu-Eskdale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",930,
"Puketapu-Eskdale","Public bus","Total people - age group","Total people - sex","2018",0,
"Puketapu-Eskdale","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Puketapu-Eskdale","Ferry","Total people - age group","Total people - sex","2018",0,
"Puketapu-Eskdale","Other","Total people - age group","Total people - sex","2018",6,
"Omahu-Pakowhai","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",774,
"Omahu-Pakowhai","Public bus","Total people - age group","Total people - sex","2018",0,
"Omahu-Pakowhai","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Omahu-Pakowhai","Ferry","Total people - age group","Total people - sex","2018",0,
"Omahu-Pakowhai","Other","Total people - age group","Total people - sex","2018",6,
"Bridge Pa","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1323,
"Bridge Pa","Public bus","Total people - age group","Total people - sex","2018",12,
"Bridge Pa","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Bridge Pa","Ferry","Total people - age group","Total people - sex","2018",0,
"Bridge Pa","Other","Total people - age group","Total people - sex","2018",18,
"Twyford","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1122,
"Twyford","Public bus","Total people - age group","Total people - sex","2018",3,
"Twyford","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Twyford","Ferry","Total people - age group","Total people - sex","2018",0,
"Twyford","Other","Total people - age group","Total people - sex","2018",12,
"Poukawa","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",432,
"Poukawa","Public bus","Total people - age group","Total people - sex","2018",0,
"Poukawa","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Poukawa","Ferry","Total people - age group","Total people - sex","2018",0,
"Poukawa","Other","Total people - age group","Total people - sex","2018",9,
"Flaxmere West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",141,
"Flaxmere West","Public bus","Total people - age group","Total people - sex","2018",0,
"Flaxmere West","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Flaxmere West","Ferry","Total people - age group","Total people - sex","2018",0,
"Flaxmere West","Other","Total people - age group","Total people - sex","2018",0,
"Omahu Strip","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",3102,
"Omahu Strip","Public bus","Total people - age group","Total people - sex","2018",18,
"Omahu Strip","Walk or jog","Total people - age group","Total people - sex","2018",42,
"Omahu Strip","Ferry","Total people - age group","Total people - sex","2018",0,
"Omahu Strip","Other","Total people - age group","Total people - sex","2018",27,
"Lochain Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",132,
"Lochain Park","Public bus","Total people - age group","Total people - sex","2018",0,
"Lochain Park","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Lochain Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Lochain Park","Other","Total people - age group","Total people - sex","2018",0,
"Flaxmere Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",372,
"Flaxmere Park","Public bus","Total people - age group","Total people - sex","2018",0,
"Flaxmere Park","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Flaxmere Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Flaxmere Park","Other","Total people - age group","Total people - sex","2018",0,
"Flaxmere South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",222,
"Flaxmere South","Public bus","Total people - age group","Total people - sex","2018",0,
"Flaxmere South","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Flaxmere South","Ferry","Total people - age group","Total people - sex","2018",0,
"Flaxmere South","Other","Total people - age group","Total people - sex","2018",0,
"Irongate","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",498,
"Irongate","Public bus","Total people - age group","Total people - sex","2018",0,
"Irongate","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Irongate","Ferry","Total people - age group","Total people - sex","2018",0,
"Irongate","Other","Total people - age group","Total people - sex","2018",6,
"Frimley","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",666,
"Frimley","Public bus","Total people - age group","Total people - sex","2018",3,
"Frimley","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Frimley","Ferry","Total people - age group","Total people - sex","2018",0,
"Frimley","Other","Total people - age group","Total people - sex","2018",6,
"Camberley","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1404,
"Camberley","Public bus","Total people - age group","Total people - sex","2018",12,
"Camberley","Walk or jog","Total people - age group","Total people - sex","2018",60,
"Camberley","Ferry","Total people - age group","Total people - sex","2018",0,
"Camberley","Other","Total people - age group","Total people - sex","2018",9,
"Clive","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",483,
"Clive","Public bus","Total people - age group","Total people - sex","2018",3,
"Clive","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Clive","Ferry","Total people - age group","Total people - sex","2018",0,
"Clive","Other","Total people - age group","Total people - sex","2018",3,
"St Leonards","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",870,
"St Leonards","Public bus","Total people - age group","Total people - sex","2018",6,
"St Leonards","Walk or jog","Total people - age group","Total people - sex","2018",42,
"St Leonards","Ferry","Total people - age group","Total people - sex","2018",0,
"St Leonards","Other","Total people - age group","Total people - sex","2018",9,
"Mahora","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",372,
"Mahora","Public bus","Total people - age group","Total people - sex","2018",6,
"Mahora","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Mahora","Ferry","Total people - age group","Total people - sex","2018",0,
"Mahora","Other","Total people - age group","Total people - sex","2018",3,
"Raureka","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",318,
"Raureka","Public bus","Total people - age group","Total people - sex","2018",0,
"Raureka","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Raureka","Ferry","Total people - age group","Total people - sex","2018",0,
"Raureka","Other","Total people - age group","Total people - sex","2018",3,
"Cornwall Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",264,
"Cornwall Park","Public bus","Total people - age group","Total people - sex","2018",0,
"Cornwall Park","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Cornwall Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Cornwall Park","Other","Total people - age group","Total people - sex","2018",0,
"Tomoana","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",681,
"Tomoana","Public bus","Total people - age group","Total people - sex","2018",0,
"Tomoana","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Tomoana","Ferry","Total people - age group","Total people - sex","2018",0,
"Tomoana","Other","Total people - age group","Total people - sex","2018",12,
"Longlands-Pukahu","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1056,
"Longlands-Pukahu","Public bus","Total people - age group","Total people - sex","2018",3,
"Longlands-Pukahu","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Longlands-Pukahu","Ferry","Total people - age group","Total people - sex","2018",0,
"Longlands-Pukahu","Other","Total people - age group","Total people - sex","2018",9,
"Raceway Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",456,
"Raceway Park","Public bus","Total people - age group","Total people - sex","2018",3,
"Raceway Park","Walk or jog","Total people - age group","Total people - sex","2018",15,
"Raceway Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Raceway Park","Other","Total people - age group","Total people - sex","2018",3,
"Karamu","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2097,
"Karamu","Public bus","Total people - age group","Total people - sex","2018",3,
"Karamu","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Karamu","Ferry","Total people - age group","Total people - sex","2018",0,
"Karamu","Other","Total people - age group","Total people - sex","2018",18,
"Hastings Central","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",5403,
"Hastings Central","Public bus","Total people - age group","Total people - sex","2018",30,
"Hastings Central","Walk or jog","Total people - age group","Total people - sex","2018",258,
"Hastings Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Hastings Central","Other","Total people - age group","Total people - sex","2018",39,
"Tomoana Crossing","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",240,
"Tomoana Crossing","Public bus","Total people - age group","Total people - sex","2018",0,
"Tomoana Crossing","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Tomoana Crossing","Ferry","Total people - age group","Total people - sex","2018",0,
"Tomoana Crossing","Other","Total people - age group","Total people - sex","2018",0,
"Akina Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",477,
"Akina Park","Public bus","Total people - age group","Total people - sex","2018",0,
"Akina Park","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Akina Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Akina Park","Other","Total people - age group","Total people - sex","2018",3,
"Queens Square","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",240,
"Queens Square","Public bus","Total people - age group","Total people - sex","2018",3,
"Queens Square","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Queens Square","Ferry","Total people - age group","Total people - sex","2018",0,
"Queens Square","Other","Total people - age group","Total people - sex","2018",3,
"Mayfair","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",378,
"Mayfair","Public bus","Total people - age group","Total people - sex","2018",0,
"Mayfair","Walk or jog","Total people - age group","Total people - sex","2018",24,
"Mayfair","Ferry","Total people - age group","Total people - sex","2018",0,
"Mayfair","Other","Total people - age group","Total people - sex","2018",0,
"Parkhaven","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",252,
"Parkhaven","Public bus","Total people - age group","Total people - sex","2018",0,
"Parkhaven","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Parkhaven","Ferry","Total people - age group","Total people - sex","2018",0,
"Parkhaven","Other","Total people - age group","Total people - sex","2018",6,
"Parkvale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",249,
"Parkvale","Public bus","Total people - age group","Total people - sex","2018",3,
"Parkvale","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Parkvale","Ferry","Total people - age group","Total people - sex","2018",0,
"Parkvale","Other","Total people - age group","Total people - sex","2018",0,
"Mangateretere","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",564,
"Mangateretere","Public bus","Total people - age group","Total people - sex","2018",3,
"Mangateretere","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Mangateretere","Ferry","Total people - age group","Total people - sex","2018",0,
"Mangateretere","Other","Total people - age group","Total people - sex","2018",3,
"Haumoana-Te Awanga","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",411,
"Haumoana-Te Awanga","Public bus","Total people - age group","Total people - sex","2018",0,
"Haumoana-Te Awanga","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Haumoana-Te Awanga","Ferry","Total people - age group","Total people - sex","2018",0,
"Haumoana-Te Awanga","Other","Total people - age group","Total people - sex","2018",3,
"Lucknow","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",204,
"Lucknow","Public bus","Total people - age group","Total people - sex","2018",0,
"Lucknow","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Lucknow","Ferry","Total people - age group","Total people - sex","2018",0,
"Lucknow","Other","Total people - age group","Total people - sex","2018",0,
"Karanema-St Hill","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",714,
"Karanema-St Hill","Public bus","Total people - age group","Total people - sex","2018",3,
"Karanema-St Hill","Walk or jog","Total people - age group","Total people - sex","2018",36,
"Karanema-St Hill","Ferry","Total people - age group","Total people - sex","2018",0,
"Karanema-St Hill","Other","Total people - age group","Total people - sex","2018",0,
"Havelock North-Central","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1461,
"Havelock North-Central","Public bus","Total people - age group","Total people - sex","2018",6,
"Havelock North-Central","Walk or jog","Total people - age group","Total people - sex","2018",84,
"Havelock North-Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Havelock North-Central","Other","Total people - age group","Total people - sex","2018",12,
"Brookvale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",321,
"Brookvale","Public bus","Total people - age group","Total people - sex","2018",0,
"Brookvale","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Brookvale","Ferry","Total people - age group","Total people - sex","2018",0,
"Brookvale","Other","Total people - age group","Total people - sex","2018",3,
"Iona","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",297,
"Iona","Public bus","Total people - age group","Total people - sex","2018",0,
"Iona","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Iona","Ferry","Total people - age group","Total people - sex","2018",0,
"Iona","Other","Total people - age group","Total people - sex","2018",3,
"Hereworth","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",375,
"Hereworth","Public bus","Total people - age group","Total people - sex","2018",0,
"Hereworth","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Hereworth","Ferry","Total people - age group","Total people - sex","2018",0,
"Hereworth","Other","Total people - age group","Total people - sex","2018",3,
"Te Mata Hills","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",285,
"Te Mata Hills","Public bus","Total people - age group","Total people - sex","2018",0,
"Te Mata Hills","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Te Mata Hills","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Mata Hills","Other","Total people - age group","Total people - sex","2018",3,
"Havelock Hills","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",189,
"Havelock Hills","Public bus","Total people - age group","Total people - sex","2018",3,
"Havelock Hills","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Havelock Hills","Ferry","Total people - age group","Total people - sex","2018",0,
"Havelock Hills","Other","Total people - age group","Total people - sex","2018",0,
"Kahuranaki","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",360,
"Kahuranaki","Public bus","Total people - age group","Total people - sex","2018",0,
"Kahuranaki","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Kahuranaki","Ferry","Total people - age group","Total people - sex","2018",0,
"Kahuranaki","Other","Total people - age group","Total people - sex","2018",6,
"Bay View","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",615,
"Bay View","Public bus","Total people - age group","Total people - sex","2018",0,
"Bay View","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Bay View","Ferry","Total people - age group","Total people - sex","2018",0,
"Bay View","Other","Total people - age group","Total people - sex","2018",6,
"Poraiti Hills","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",273,
"Poraiti Hills","Public bus","Total people - age group","Total people - sex","2018",0,
"Poraiti Hills","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Poraiti Hills","Ferry","Total people - age group","Total people - sex","2018",0,
"Poraiti Hills","Other","Total people - age group","Total people - sex","2018",3,
"Poraiti Flat","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",147,
"Poraiti Flat","Public bus","Total people - age group","Total people - sex","2018",0,
"Poraiti Flat","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Poraiti Flat","Ferry","Total people - age group","Total people - sex","2018",0,
"Poraiti Flat","Other","Total people - age group","Total people - sex","2018",0,
"Westshore","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",204,
"Westshore","Public bus","Total people - age group","Total people - sex","2018",3,
"Westshore","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Westshore","Ferry","Total people - age group","Total people - sex","2018",0,
"Westshore","Other","Total people - age group","Total people - sex","2018",3,
"Inlet Napier City","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",6,
"Inlet Napier City","Public bus","Total people - age group","Total people - sex","2018",,c
"Inlet Napier City","Walk or jog","Total people - age group","Total people - sex","2018",,c
"Inlet Napier City","Ferry","Total people - age group","Total people - sex","2018",,c
"Inlet Napier City","Other","Total people - age group","Total people - sex","2018",,c
"Onekawa West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",4314,
"Onekawa West","Public bus","Total people - age group","Total people - sex","2018",9,
"Onekawa West","Walk or jog","Total people - age group","Total people - sex","2018",69,
"Onekawa West","Ferry","Total people - age group","Total people - sex","2018",0,
"Onekawa West","Other","Total people - age group","Total people - sex","2018",27,
"Ahuriri","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1680,
"Ahuriri","Public bus","Total people - age group","Total people - sex","2018",6,
"Ahuriri","Walk or jog","Total people - age group","Total people - sex","2018",66,
"Ahuriri","Ferry","Total people - age group","Total people - sex","2018",0,
"Ahuriri","Other","Total people - age group","Total people - sex","2018",21,
"Taradale West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",246,
"Taradale West","Public bus","Total people - age group","Total people - sex","2018",0,
